date,country,index_to_feb01
2020-05-09,FR,65.01
2020-05-10,FR,64.98
2020-05-11,FR,65.06
2020-05-12,FR,65.14
2020-05-13,FR,65.16
2020-05-14,FR,65.35
2020-05-15,FR,65.57
2020-05-16,FR,65.92
2020-05-17,FR,66.11
2020-05-18,FR,66.45
2020-05-19,FR,66.95
2020-05-20,FR,67.25
2020-05-21,FR,67.73
2020-05-22,FR,67.82
2020-05-23,FR,67.83
2020-05-24,FR,67.93
2020-05-25,FR,67.75
2020-05-26,FR,67.35
2020-05-27,FR,67.42
2020-05-28,FR,67.36
2020-05-29,FR,67.5
2020-05-30,FR,67.71
2020-05-31,FR,67.82
2020-06-01,FR,67.94
2020-06-02,FR,68.26
2020-06-03,FR,68.15
2020-06-04,FR,68.13
2020-06-05,FR,68.16
2020-06-06,FR,68.13
2020-06-07,FR,68.43
2020-06-08,FR,68.81
2020-06-09,FR,69.3
2020-06-10,FR,69.83
2020-06-11,FR,70.36
2020-06-12,FR,70.89
2020-06-13,FR,71.57
2020-06-14,FR,72.02
2020-06-15,FR,72.51
2020-06-16,FR,72.82
2020-06-17,FR,73.24
2020-06-18,FR,73.6
2020-06-19,FR,73.81
2020-06-20,FR,74.07
2020-06-21,FR,74.38
2020-06-22,FR,74.65
2020-06-23,FR,75
2020-06-24,FR,75.32
2020-06-25,FR,75.55
2020-06-26,FR,75.77
2020-06-27,FR,75.85
2020-06-28,FR,76.12
2020-06-29,FR,76.29
2020-06-30,FR,76.45
2020-07-01,FR,76.56
2020-07-02,FR,76.79
2020-07-03,FR,77.03
2020-07-04,FR,77.27
2020-07-05,FR,77.4
2020-07-06,FR,77.6
2020-07-07,FR,77.82
2020-07-08,FR,78.11
2020-07-09,FR,78.15
2020-07-10,FR,78.08
2020-07-11,FR,77.62
2020-07-12,FR,77.68
2020-07-13,FR,77.81
2020-07-14,FR,77.82
2020-07-15,FR,77.48
2020-07-16,FR,77.23
2020-07-17,FR,76.84
2020-07-18,FR,77.35
2020-07-19,FR,77.19
2020-07-20,FR,77.05
2020-07-21,FR,76.83
2020-07-22,FR,76.68
2020-07-23,FR,76.5
2020-07-24,FR,76.73
2020-07-25,FR,76.75
2020-07-26,FR,76.71
2020-07-27,FR,76.69
2020-07-28,FR,76.83
2020-07-29,FR,76.93
